release_date,title,release_year,vote_average,vote_count
1993-08-13,The Secret Garden,1993,7.1,232.0
1994-04-13,Serial Mom,1994,6.4,137.0
1994-07-01,The Shadow,1994,5.4,140.0
1993-12-25,Shadowlands,1993,6.8,61.0
1993-09-05,Short Cuts,1993,6.9,136.0
1994-09-02,A Simple Twist of Fate,1994,5.7,26.0
1993-10-01,Sirens,1993,5.2,31.0
1993-12-08,Six Degrees of Separation,1993,6.5,75.0
1993-06-24,Sleepless in Seattle,1993,6.5,630.0
1993-05-21,Sliver,1993,4.9,144.0
1982-06-25,Blade Runner,1982,7.9,3833.0
1993-07-02,Son in Law,1993,5.6,81.0
1993-07-30,So I Married an Axe Murderer,1993,6.1,131.0
1993-09-17,Striking Distance,1993,5.4,223.0
1985-11-20,Harem,1985,4.0,4.0
1993-05-28,Super Mario Bros.,1993,4.0,236.0
1994-04-15,Surviving the Game,1994,6.1,53.0
1994-09-23,Terminal Velocity,1994,5.0,82.0
1993-11-26,Thirty Two Short Films About Glenn Gould,1993,7.4,9.0
1994-04-08,Threesome,1994,6.3,57.0
1993-10-09,The Nightmare Before Christmas,1993,7.6,2135.0
1993-11-11,The Three Musketeers,1993,6.2,219.0
1993-12-25,Tombstone,1993,7.4,632.0
1994-09-09,Trial by Jury,1994,5.5,5.0
1993-09-09,True Romance,1993,7.5,762.0
1993-12-05,The War Room,1993,7.3,19.0
1994-11-23,The Pagemaster,1994,6.2,178.0
1994-02-04,"Paris, France",1994,6.0,2.0
1994-01-01,"The Beans of Egypt, Maine",1994,0.0,1.0
1994-09-14,Killer,1994,3.0,2.0
1995-05-24,Welcome to the Dollhouse,1995,6.9,103.0
1993-09-29,Germinal,1993,6.3,43.0
1994-04-22,Chasers,1994,4.7,22.0
1993-09-12,Cronos,1993,6.4,153.0
1993-11-10,Naked in New York,1993,4.0,3.0
1993-10-28,Kika,1993,6.8,58.0
1994-01-21,Bhaji on the Beach,1994,5.1,10.0
1994-06-29,Little Big League,1994,6.0,20.0
1993-09-24,The Slingshot,1993,6.2,10.0
1993-09-05,Wide Eyed and Legless,1993,0.0,0.0
1994-07-29,Foreign Student,1994,0.0,0.0
1992-10-01,"Ciao, Professore!",1992,7.2,74.0
1994-01-15,Spanking the Monkey,1994,5.3,29.0
1994-08-05,The Little Rascals,1994,6.3,214.0
1993-09-10,À la mode,1993,0.0,0.0
1994-08-17,Andre,1994,5.0,31.0
1993-01-01,The Escort,1993,5.0,5.0
1994-09-16,Princess Caraboo,1994,4.4,5.0
1996-01-30,The Celluloid Closet,1996,7.0,24.0
1993-01-01,Café au Lait,1993,6.8,4.0
1993-10-12,Dear Diary,1993,6.9,46.0
1993-05-20,I Don't Want to Talk About It,1993,6.0,1.0
1995-02-16,The Brady Bunch Movie,1995,5.9,87.0
1990-11-09,Home Alone,1990,7.1,2487.0
1990-07-12,Ghost,1990,6.9,1381.0
1992-11-25,Aladdin,1992,7.4,3495.0
1991-07-01,Terminator 2: Judgment Day,1991,7.7,4274.0
1990-11-09,Dances with Wolves,1990,7.6,1084.0
1995-02-14,Tough and Deadly,1995,6.3,4.0
1989-06-23,Batman,1989,7.0,2145.0
1991-02-01,The Silence of the Lambs,1991,8.1,4549.0
1937-12-20,Snow White and the Seven Dwarfs,1937,6.9,1973.0
1991-11-13,Beauty and the Beast,1991,7.5,3029.0
1940-02-23,Pinocchio,1940,6.9,1412.0
1990-03-23,Pretty Woman,1990,7.0,1807.0
1993-12-01,Window to Paris,1993,6.0,6.0
1969-06-17,The Wild Bunch,1969,7.7,266.0
1994-11-23,Love and a .45,1994,5.5,15.0
1994-02-05,The Wooden Man's Bride,1994,6.5,1.0
1994-09-27,A Great Day in Harlem,1994,7.0,2.0
1995-03-16,Bye Bye Love,1995,6.1,20.0
1996-12-20,One Fine Day,1996,6.1,160.0
1995-03-17,Candyman: Farewell to the Flesh,1995,5.0,64.0
1993-12-31,Century,1993,5.0,1.0
1996-04-05,Fargo,1996,7.7,2080.0
1996-03-08,Homeward Bound II: Lost in San Francisco,1996,6.0,105.0
1981-08-07,Heavy Metal,1981,6.3,150.0
1996-03-08,Hellraiser: Bloodline,1996,4.9,111.0
1996-05-03,The Pallbearer,1996,4.6,30.0
1996-02-09,Jane Eyre,1996,7.1,51.0
1996-04-12,Loaded,1996,4.0,3.0
1974-05-05,Bread and Chocolate,1974,7.1,10.0
1970-12-23,The Aristocats,1970,7.1,1287.0
1995-09-22,The Flower of My Secret,1995,6.9,43.0
1996-02-14,Two Much,1996,5.1,24.0
1996-03-15,Ed,1996,3.6,24.0
1991-01-01,Scream of Stone,1991,7.5,4.0
1993-05-14,My Favorite Season,1993,6.4,4.0
1996-09-06,A Modern Affair,1996,5.0,1.0
1995-12-08,Condition Red,1995,4.7,3.0
1990-01-01,Halfaouine: Boy of the Terraces,1990,7.4,5.0
1996-04-04,A Thin Line Between Love and Hate,1996,5.7,15.0
1995-09-08,The Last Supper,1995,6.5,82.0
1996-04-03,Primal Fear,1996,7.4,644.0
1995-09-08,Rude,1995,6.0,1.0
1996-01-26,Carried Away,1996,5.4,5.0
1996-03-29,All Dogs Go to Heaven 2,1996,5.0,50.0
1995-01-01,Land and Freedom,1995,7.0,53.0
1995-05-17,Denise Calls Up,1995,6.6,5.0
1995-12-14,Theodore Rex,1995,3.6,17.0
1996-03-29,A Family Thing,1996,5.6,14.0
1996-03-22,Frisk,1996,3.0,3.0
1996-03-29,Sgt. Bilko,1996,5.5,96.0
1995-06-02,Jack & Sarah,1995,5.1,10.0
1996-03-22,Girl 6,1996,5.7,17.0
1996-03-22,Diabolique,1996,5.4,74.0
1994-12-14,"Little Indian, Big City",1994,6.0,145.0
1995-09-11,Roula,1995,5.0,1.0
1996-03-21,Peanuts – Die Bank zahlt alles,1996,4.0,1.0
1996-03-14,Happy Weekend,1996,0.0,0.0
1996-04-12,Nelly and Monsieur Arnaud,1996,7.1,16.0
1996-07-04,Courage Under Fire,1996,6.2,240.0
1996-05-22,Mission: Impossible,1996,6.7,2677.0
1995-02-10,Cold Fever,1995,7.7,6.0
1996-06-14,Moll Flanders,1996,6.2,19.0
1996-03-06,The Superwife,1996,5.3,7.0
1995-04-22,"301, 302",1995,6.2,10.0
1996-05-31,DragonHeart,1996,6.4,553.0
1996-02-29,Und keiner weint mir nach,1996,0.0,0.0
1995-09-12,My Mother's Courage,1995,0.0,0.0
1996-05-31,Eddie,1996,5.4,46.0
1993-12-01,Yankee Zulu,1993,6.0,4.0
1995-07-26,Billy's Holiday,1995,0.0,0.0
1960-03-10,Purple Noon,1960,7.3,73.0
1996-08-08,August,1996,5.3,3.0
1996-04-12,James and the Giant Peach,1996,6.2,375.0
1996-04-12,Fear,1996,6.1,157.0
1996-04-02,Kids in the Hall: Brain Candy,1996,5.9,26.0
1996-04-03,Faithful,1996,4.8,4.0
1995-04-11,Underground,1995,7.5,143.0
1995-03-08,All Things Fair,1995,6.1,23.0
1996-03-01,Bloodsport II,1996,5.2,23.0
1955-08-26,Pather Panchali,1955,7.9,63.0
1959-05-01,The World of Apu,1959,8.2,40.0
1996-04-19,Mystery Science Theater 3000: The Movie,1996,7.0,71.0
1996-03-15,Tarantella,1996,0.0,0.0
1996-11-15,Space Jam,1996,6.5,1335.0
1968-10-10,Barbarella,1968,5.7,149.0
1995-01-01,Hostile Intentions,1995,8.0,1.0
1996-01-01,They Bite,1996,5.5,1.0
1994-03-26,Some Folks Call It a Sling Blade,1994,7.5,8.0
1995-09-22,The Run of the Country,1995,8.0,2.0
1965-05-05,Alphaville,1965,6.8,100.0
1981-11-04,Coup de Torchon,1981,6.8,21.0
1994-01-01,Tigrero: A Film That Was Never Made,1994,7.5,4.0
1993-05-20,The Eye of Vichy,1993,0.0,0.0
1980-01-18,Windows,1980,5.8,9.0
1996-03-22,It's My Party,1996,6.2,9.0
1994-10-27,Country Life,1994,8.0,1.0
1995-07-28,Operation Dumbo Drop,1995,4.7,37.0
1995-02-16,The Promise,1995,5.0,1.0
1995-02-16,The Promise,1995,5.0,1.0
1996-04-19,Mrs. Winterbourne,1996,5.5,26.0
1996-10-23,Solo,1996,3.9,18.0
1994-01-01,Under The Domim Tree,1994,6.5,2.0
1996-04-19,The Substitute,1996,5.8,60.0
1996-03-12,True Crime,1996,5.1,7.0
1995-08-18,Butterfly Kiss,1995,7.4,5.0
1996-09-13,Feeling Minnesota,1996,5.5,29.0
1995-06-09,Delta of Venus,1995,3.3,5.0
1991-01-01,To Cross the Rubicon,1991,0.0,0.0
1995-09-15,Angus,1995,6.8,24.0
1992-09-01,Priest Daens,1992,6.7,15.0
1968-11-24,Faces,1968,7.1,36.0
1996-05-10,Boys,1996,5.3,11.0
1996-04-19,The Quest,1996,5.3,126.0
1996-03-04,Cosi,1996,7.1,9.0
1996-04-26,Sunset Park,1996,5.1,7.0
1996-04-26,Mulholland Falls,1996,6.2,73.0
1996-04-26,The Truth About Cats & Dogs,1996,5.7,86.0
1988-11-18,Oliver & Company,1988,6.5,372.0
1996-04-19,Celtic Pride,1996,4.9,35.0
1996-05-17,Flipper,1996,5.3,85.0
1994-05-03,Captives,1994,6.0,10.0
1994-05-10,Of Love and Shadows,1994,4.4,11.0
1995-12-23,Dead Man,1995,7.2,397.0
1995-09-20,The Horseman on the Roof,1995,6.7,25.0
1975-01-05,Switchblade Sisters,1975,6.6,27.0
1995-11-10,Mouth to Mouth,1995,5.5,5.0
1993-01-27,The Visitors,1993,7.1,433.0
1996-07-19,Multiplicity,1996,5.5,158.0
1996-05-01,"The Haunted World of Edward D. Wood, Jr.",1996,10.0,1.0
2002-03-20,Two Friends,2002,0.0,0.0
1996-05-03,The Craft,1996,6.3,388.0
1996-05-03,The Great White Hype,1996,5.1,29.0
1996-05-02,Last Dance,1996,5.6,9.0
1995-01-01,Cold Comfort Farm,1995,7.0,21.0
1995-08-01,"Institute Benjamenta, or This Dream People Call Human Life",1995,7.7,11.0
1996-05-17,Heaven's Prisoners,1996,5.0,17.0
1996-05-10,Original Gangstas,1996,5.5,5.0
1996-06-06,The Rock,1996,6.9,1474.0
1996-04-12,Getting Away with Murder,1996,5.5,6.0
1994-03-25,Cemetery Man,1994,7.0,105.0
1996-05-10,Twister,1996,6.1,966.0
1996-05-02,Barb Wire,1996,3.9,117.0
1995-10-31,Le Garçu,1995,5.0,1.0
1996-04-11,Honeymoon,1996,0.0,0.0
1995-11-18,Ghost in the Shell,1995,7.8,854.0
1996-10-25,Thinner,1996,5.5,125.0
1996-05-24,Spy Hard,1996,4.9,148.0
1995-08-23,Brothers in Trouble,1995,0.0,0.0
1995-12-24,A Close Shave,1995,7.5,223.0
1948-12-25,Force of Evil,1948,6.6,33.0
1996-08-30,The Stupids,1996,4.2,22.0
1996-05-31,The Arrival,1996,6.1,200.0
1943-08-04,The Man from Down Under,1943,0.0,0.0
1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.0,1472.0
1992-09-30,Careful,1992,7.8,4.0
1995-09-11,A Month by the Lake,1995,7.2,7.0
1995-11-03,Gold Diggers: The Secret of Bear Mountain,1995,5.8,20.0
1950-12-07,Kim,1950,7.0,5.0
1995-04-13,Carmen Miranda: Bananas Is My Business,1995,10.0,1.0
1994-09-16,Ashes of Time,1994,7.1,73.0
1994-04-01,The Jar,1994,8.0,3.0
1995-11-10,Maya Lin: A Strong Clear Vision,1995,0.0,0.0
1993-01-21,Stalingrad,1993,7.4,116.0
1996-06-06,The Phantom,1996,4.7,138.0
1996-06-28,Striptease,1996,4.4,210.0
1996-12-06,The Last of the High Kings,1996,5.7,15.0
1995-01-20,Heavy,1995,7.7,11.0
1996-08-09,Jack,1996,5.9,340.0
1996-05-01,I Shot Andy Warhol,1996,6.1,32.0
1995-09-10,The Grass Harp,1995,6.1,4.0
1995-09-09,Someone Else's America,1995,0.0,0.0
1987-11-17,Life is Rosy,1987,6.5,2.0
1992-05-26,Quartier Mozart,1992,5.0,1.0
1973-07-01,Touki Bouki,1973,7.3,10.0
1982-01-01,God's Gift,1982,5.0,1.0
1968-05-16,Spirits of the Dead,1968,5.5,24.0
1994-05-04,Babyfever,1994,0.0,0.0
1995-01-01,Pharaoh's  Army,1995,6.3,5.0
1996-02-23,Trainspotting,1996,7.8,2737.0
1997-05-30,Til There Was You,1997,3.9,4.0
1996-06-25,Independence Day,1996,6.7,3334.0
1996-03-29,Stealing Beauty,1996,6.6,99.0
1996-08-15,The Fan,1996,5.7,202.0
1996-06-21,The Hunchback of Notre Dame,1996,6.8,1182.0
1996-06-10,The Cable Guy,1996,5.7,603.0
1996-07-04,Kingpin,1996,6.7,248.0
1996-06-21,Eraser,1996,5.6,553.0
1995-01-01,The Gate of Heavenly Peace,1995,6.7,3.0
1996-06-26,The Nutty Professor,1996,5.4,717.0
1990-08-09,"I, the Worst of All",1990,6.8,3.0
1994-05-15,An Unforgettable Summer,1994,7.2,6.0
1987-01-01,A Hungarian Fairy Tale,1987,0.0,0.0
1993-01-01,My Life and Times With Antonin Artaud,1993,8.0,1.0
1994-09-09,Midnight Dancers,1994,7.0,1.0
1994-09-27,Somebody to Love,1994,5.1,2.0
1974-01-01,A Very Natural Thing,1974,6.3,3.0
1991-09-18,The Old Lady Who Walked in the Sea,1991,0.0,0.0
1996-12-06,Daylight,1996,5.8,385.0
1996-07-18,The Frighteners,1996,6.7,413.0
1996-06-21,Lone Star,1996,6.9,79.0
1996-07-10,Harriet the Spy,1996,5.7,47.0
1996-07-05,Phenomenon,1996,6.2,328.0
1996-07-17,Walking and Talking,1996,6.6,8.0
1996-08-26,She's the One,1996,5.7,71.0
1996-07-24,A Time to Kill,1996,7.0,522.0
1996-09-13,American Buffalo,1996,6.2,9.0
1995-03-22,Rendezvous in Paris,1995,6.5,4.0
1996-08-14,Alaska,1996,5.2,32.0
1996-07-19,Fled,1996,5.2,49.0
1996-07-17,Kazaam,1996,3.6,60.0
1994-10-23,Magic Hunter,1994,6.0,1.0
1996-10-31,Larger Than Life,1996,5.4,35.0
1996-05-22,A Boy Called Hate,1996,6.0,2.0
1996-05-17,Power 98,1996,4.0,1.0
1995-09-10,Two Deaths,1995,7.0,2.0
1996-08-23,A Very Brady Sequel,1996,5.8,42.0
1993-05-26,Stefano Quantestorie,1993,6.0,1.0
1956-09-21,Death in the Garden,1956,7.4,8.0
1992-01-01,Hedd Wyn,1992,6.5,2.0
1967-03-02,La Collectionneuse,1967,6.5,25.0
1993-09-11,Kaspar Hauser,1993,6.3,4.0
1996-05-30,Regular Guys,1996,5.2,9.0
1996-06-20,Diebinnen,1996,4.0,1.0
1995-09-06,The Convent,1995,6.5,6.0
1996-07-26,The Adventures of Pinocchio,1996,5.0,55.0
1996-07-26,Joe's Apartment,1996,5.0,87.0
1996-09-20,The First Wives Club,1996,6.5,172.0
1995-10-01,Stonewall,1995,7.2,10.0
1996-11-08,Ransom,1996,6.4,482.0
1996-10-25,High School High,1996,5.4,51.0
1996-08-02,Phat Beach,1996,5.4,8.0
1996-08-23,Foxfire,1996,6.3,30.0
1996-08-02,Chain Reaction,1996,5.3,291.0
1996-08-02,Matilda,1996,6.9,892.0
1996-08-02,Emma,1996,6.7,152.0
1996-08-29,The Crow: City of Angels,1996,5.2,119.0
1996-08-14,House Arrest,1996,5.0,32.0
1960-01-11,Eyes Without a Face,1960,7.5,130.0
1996-08-16,Bordello of Blood,1996,5.0,63.0
1995-06-01,Lotto Land,1995,7.0,1.0
1994-03-30,The Story of Xinghua,1994,0.0,0.0
1994-01-01,The Day the Sun Turned Cold,1994,7.0,2.0
1995-09-14,Flirt,1995,7.5,4.0
1996-09-06,The Big Squeeze,1996,5.0,1.0
1996-08-23,The Spitfire Grill,1996,6.8,17.0
1996-08-09,Escape from L.A.,1996,5.6,381.0
1995-01-01,Cyclo,1995,6.8,23.0
1996-08-09,Basquiat,1996,6.6,97.0
1996-08-16,Tin Cup,1996,5.9,152.0
1991-06-02,Dingo,1991,6.0,1.0
1958-06-01,The Ballad of Narayama,1958,6.4,12.0
1990-08-28,Every Other Weekend,1990,6.0,2.0
1993-01-01,Mille bolle blu,1993,6.0,1.0
1949-01-01,Crows and Sparrows,1949,5.0,1.0
1972-03-14,The Godfather,1972,8.5,6024.0
1994-10-05,Maybe... Maybe Not,1994,6.1,34.0
1992-07-04,Police Story 3: Supercop,1992,6.7,109.0
1996-01-22,Manny & Lo,1996,6.3,9.0
1953-04-29,Wife,1953,0.0,0.0
1953-04-29,Wife,1953,0.0,0.0
1996-04-05,Small Faces,1996,6.4,10.0
1996-09-13,Bound,1996,6.9,203.0
1996-08-23,Carpool,1996,4.9,17.0
1990-11-08,Death in Brunswick,1990,6.1,7.0
1996-08-16,Kansas City,1996,6.1,13.0
1997-05-30,Gone Fishin',1997,4.7,48.0
1996-07-12,Lover's Knot,1996,4.0,2.0
1994-09-02,Vive L'Amour,1994,7.3,16.0
1976-01-31,Shadow of Angels,1976,4.0,2.0
1996-09-06,Killer: A Journal of Murder,1996,6.3,10.0
1994-01-01,Nothing to Lose,1994,0.0,0.0
1993-10-21,Project S,1993,5.8,12.0
1996-08-21,Girls Town,1996,5.2,3.0
1995-08-30,Bye-Bye,1995,7.7,3.0
1997-01-10,The Relic,1997,5.8,130.0
1996-08-23,The Island of Dr. Moreau,1996,4.6,148.0
1996-08-30,First Kid,1996,5.3,28.0
1996-08-30,The Trigger Effect,1996,6.6,18.0
1995-06-08,Sweet Nothing,1995,5.0,2.0
1996-09-06,Bogus,1996,5.4,46.0
1996-09-06,Bulletproof,1996,5.4,164.0
1998-10-30,Talk of Angels,1998,6.8,4.0
1995-03-16,The Land Before Time III: The Time of the Great Giving,1995,6.1,86.0
1994-09-01,1-900,1994,5.0,1.0
1988-10-08,Baton Rouge,1988,0.0,0.0
1995-09-29,Halloween: The Curse of Michael Myers,1995,5.0,173.0
1996-10-31,Twelfth Night,1996,7.0,22.0
1996-11-01,Mother Night,1996,7.1,13.0
1933-03-10,Liebelei,1933,6.3,8.0
2010-05-25,Venice,2010,7.5,4.0
1994-05-05,Wild Reeds,1994,7.4,18.0
1943-07-12,For Whom the Bell Tolls,1943,6.1,41.0
1940-12-05,The Philadelphia Story,1940,7.7,196.0
1952-04-10,Singin' in the Rain,1952,7.9,747.0
1951-08-08,An American in Paris,1951,6.9,133.0
1957-02-13,Funny Face,1957,7.0,162.0
1961-10-05,Breakfast at Tiffany's,1961,7.6,1082.0
1958-05-09,Vertigo,1958,8.0,1162.0
1954-08-01,Rear Window,1954,8.2,1531.0
1934-02-22,It Happened One Night,1934,7.7,283.0
1944-05-04,Gaslight,1944,7.2,73.0
1934-10-12,The Gay Divorcee,1934,7.2,17.0
1959-07-07,North by Northwest,1959,7.8,1062.0
1960-06-15,The Apartment,1960,8.1,498.0
1959-03-18,Some Like It Hot,1959,8.0,835.0
1963-12-05,Charade,1963,7.7,351.0
1942-11-26,Casablanca,1942,7.9,1462.0
1941-11-18,The Maltese Falcon,1941,7.8,435.0
1964-10-21,My Fair Lady,1964,7.4,361.0
1954-09-28,Sabrina,1954,7.4,284.0
1953-09-02,Roman Holiday,1953,7.8,502.0
1939-03-17,The Little Princess,1939,7.0,22.0
1944-11-23,Meet Me in St. Louis,1944,6.8,66.0
1939-08-15,The Wizard of Oz,1939,7.4,1689.0
1939-12-15,Gone with the Wind,1939,7.7,995.0
1982-10-01,My Favorite Year,1982,7.1,35.0
1950-08-10,Sunset Boulevard,1950,8.2,533.0
1941-04-30,Citizen Kane,1941,8.0,1244.0
1968-04-10,2001: A Space Odyssey,1968,7.9,3075.0
1947-08-27,Golden Earrings,1947,4.8,3.0
1950-11-09,All About Eve,1950,8.0,367.0
1939-01-01,The Women,1939,6.4,26.0
1940-04-12,Rebecca,1940,7.7,346.0
1940-08-16,Foreign Correspondent,1940,7.0,86.0
1946-08-15,Notorious,1946,7.8,345.0
1945-12-28,Spellbound,1945,7.3,166.0
1957-07-11,An Affair to Remember,1957,7.1,101.0
1955-08-03,To Catch a Thief,1955,7.1,299.0
1950-06-16,Father of the Bride,1950,6.6,43.0
1953-08-07,The Band Wagon,1953,7.1,46.0
1939-10-06,Ninotchka,1939,7.3,77.0
1957-06-30,Love in the Afternoon,1957,7.3,55.0
1958-04-15,Gigi,1958,6.1,68.0
1958-01-01,The Reluctant Debutante,1958,6.6,11.0
1938-05-13,The Adventures of Robin Hood,1938,7.6,170.0
1940-11-08,The Mark of Zorro,1940,7.1,39.0
1944-10-11,Laura,1944,7.6,173.0
1947-06-26,The Ghost and Mrs. Muir,1947,7.3,59.0
1937-09-01,Lost Horizon,1937,6.8,42.0
1935-09-06,Top Hat,1935,7.4,62.0
1942-03-05,To Be or Not to Be,1942,7.7,119.0
1936-09-17,My Man Godfrey,1936,7.7,69.0
1956-10-10,Giant,1956,7.5,169.0
1955-03-09,East of Eden,1955,7.5,163.0
1934-05-25,The Thin Man,1934,7.4,97.0
1940-01-18,His Girl Friday,1940,7.5,171.0
1956-10-17,Around the World in Eighty Days,1956,6.5,85.0
1946-12-20,It's a Wonderful Life,1946,8.0,1103.0
1939-10-19,Mr. Smith Goes to Washington,1939,7.9,245.0
1938-02-18,Bringing Up Baby,1938,7.6,201.0
1941-04-24,Penny Serenade,1941,6.4,23.0
1926-08-09,The Scarlet Letter,1926,8.3,4.0
1943-06-01,Lady of Burlesque,1943,5.0,7.0
1934-07-20,Of Human Bondage,1934,6.4,26.0
1946-09-20,Angel on My Shoulder,1946,5.7,6.0
1936-03-06,Little Lord Fauntleroy,1936,6.6,13.0
1939-01-28,They Made Me a Criminal,1939,5.6,8.0
1949-12-31,The Inspector General,1949,6.2,17.0
1947-02-15,Angel and the Badman,1947,6.6,27.0
1935-06-01,The 39 Steps,1935,7.4,217.0
1945-12-25,A Walk in the Sun,1945,5.2,14.0
1943-02-05,The Outlaw,1943,4.9,16.0
1968-10-01,Night of the Living Dead,1968,7.5,591.0
1951-12-03,The African Queen,1951,7.4,232.0
1953-11-24,Beat the Devil,1953,6.2,31.0
1958-02-17,Cat on a Hot Tin Roof,1958,7.6,168.0
1954-01-01,The Last Time I Saw Paris,1954,5.1,9.0
1941-03-12,Meet John Doe,1941,7.3,52.0
1938-06-28,Algiers,1938,5.8,6.0
1937-09-30,Something to Sing About,1937,3.8,2.0
1932-12-08,A Farewell to Arms,1932,6.2,29.0
1932-12-08,A Farewell to Arms,1932,6.2,29.0
1936-03-27,Moonlight Murder,1936,6.0,1.0
1996-10-18,Nothing Personal,1996,4.0,1.0
1985-01-01,"Yes, Madam",1985,7.4,11.0
1997-02-12,Dangerous Ground,1997,5.0,8.0
1955-11-18,Picnic,1955,6.7,19.0
1995-01-26,Madagascar Skin,1995,0.0,0.0
1996-07-26,The Pompatus of Love,1996,5.3,2.0
1995-01-01,Small Wonders,1995,0.0,0.0
1996-09-13,Fly Away Home,1996,6.6,114.0
1997-04-14,Bliss,1997,4.8,6.0
1996-09-13,Grace of My Heart,1996,6.5,15.0
1995-09-08,Brother of Sleep,1995,6.8,6.0
1996-09-13,Maximum Risk,1996,5.3,104.0
1996-10-25,Michael Collins,1996,6.8,98.0
1996-09-13,The Rich Man's Wife,1996,4.9,11.0
1996-10-04,Infinity,1996,0.0,0.0
1996-09-20,Big Night,1996,6.8,45.0
1996-09-20,Last Man Standing,1996,6.2,263.0
1996-01-24,Caught,1996,6.5,5.0
1996-11-06,Set It Off,1996,6.9,66.0
1996-09-11,2 Days in the Valley,1996,5.9,73.0
1996-09-06,Curdled,1996,6.2,29.0
1979-08-22,L'associé,1979,6.0,3.0
1996-10-18,Ed's Next Move,1996,3.0,1.0
1996-09-27,Extreme Measures,1996,5.7,80.0
1996-10-04,The Glimmer Man,1996,4.7,102.0
1996-10-04,D3: The Mighty Ducks,1996,5.3,99.0
1996-10-11,The Chamber,1996,5.9,62.0
1975-07-01,The Apple Dumpling Gang,1975,6.6,34.0
1955-05-25,"Davy Crockett, King of the Wild Frontier",1955,5.9,14.0
1975-03-21,Escape to Witch Mountain,1975,6.5,60.0
1968-12-22,The Love Bug,1968,6.0,126.0
1974-02-14,Herbie Rides Again,1974,5.9,77.0
1957-12-25,Old Yeller,1957,7.0,68.0
1961-06-12,The Parent Trap,1961,6.8,92.0
1960-05-19,Pollyanna,1960,6.9,50.0
1993-02-03,Homeward Bound: The Incredible Journey,1993,6.6,218.0
1959-03-19,The Shaggy Dog,1959,6.2,22.0
1960-12-21,Swiss Family Robinson,1960,7.0,88.0
1965-12-02,That Darn Cat!,1965,6.4,28.0
1954-12-23,"20,000 Leagues Under the Sea",1954,6.9,160.0
1993-09-30,Cool Runnings,1993,6.8,510.0
1994-07-15,Angels in the Outfield,1994,5.7,124.0
1950-03-04,Cinderella,1950,6.8,1760.0
1968-12-20,Winnie the Pooh and the Blustery Day,1968,7.8,20.0
1944-07-21,The Three Caballeros,1944,6.2,108.0
1963-12-25,The Sword in the Stone,1963,6.9,935.0
1948-11-29,So Dear to My Heart,1948,6.3,5.0
1991-06-14,Robin Hood: Prince of Thieves,1991,6.6,937.0
1964-08-27,Mary Poppins,1964,7.4,1217.0
1941-10-22,Dumbo,1941,6.8,1206.0
1977-11-03,Pete's Dragon,1977,6.4,201.0
1971-10-07,Bedknobs and Broomsticks,1971,6.8,260.0
1951-07-03,Alice in Wonderland,1951,7.0,1557.0
1981-07-10,The Fox and the Hound,1981,7.0,884.0
1996-08-23,Freeway,1996,6.5,95.0
1965-03-02,The Sound of Music,1965,7.4,966.0
1988-07-15,Die Hard,1988,7.5,4005.0
1992-03-05,The Lawnmower Man,1992,5.4,198.0
1996-09-04,Unhook the Stars,1996,6.2,11.0
1995-09-13,Synthetic Pleasures,1995,0.0,0.0
1996-11-08,The Secret Agent,1996,5.0,7.0
1996-05-24,Secrets & Lies,1996,7.1,127.0
1996-10-04,That Thing You Do!,1996,6.8,230.0
1996-10-18,To Gillian on Her 37th Birthday,1996,5.1,13.0
1996-09-04,Surviving Picasso,1996,5.3,21.0
1996-05-10,Love Is All There Is,1996,5.5,2.0
1996-06-21,Beautiful Thing,1996,7.3,76.0
1996-10-11,The Long Kiss Goodnight,1996,6.4,323.0
1996-10-11,The Ghost and the Darkness,1996,6.4,238.0
1996-10-11,Looking for Richard,1996,6.9,33.0
1996-10-11,Trees Lounge,1996,6.7,51.0
1996-09-09,The Proprietor,1996,0.0,0.0
1996-01-26,Normal Life,1996,6.8,8.0
1996-10-16,Get on the Bus,1996,7.0,11.0
1997-01-31,Shadow Conspiracy,1997,4.0,12.0
1996-02-06,Jude,1996,6.6,38.0
1996-12-06,Everyone Says I Love You,1996,6.5,149.0
1996-02-10,Bitter Sugar,1996,6.3,3.0
1996-10-31,Romeo + Juliet,1996,6.7,1406.0
1996-10-18,Swingers,1996,6.8,255.0
1996-10-18,Sleepers,1996,7.3,729.0
1996-05-29,The Sunchaser,1996,6.1,8.0
1996-12-10,Johns,1996,6.0,6.0
1996-05-20,Aladdin and the King of Thieves,1996,6.1,494.0
1952-02-18,The Woman in Question,1952,5.2,3.0
1937-05-07,Shall We Dance,1937,7.9,22.0
1937-11-19,A Damsel in Distress,1937,7.0,4.0
1947-07-22,Crossfire,1947,6.1,26.0
1944-12-09,"Murder, My Sweet",1944,7.2,48.0
1952-04-30,Macao,1952,5.6,8.0
1993-10-01,For the Moment,1993,7.4,3.0
1971-06-29,Willy Wonka & the Chocolate Factory,1971,7.4,826.0
1994-01-28,The Sexual Life of the Belgians,1994,5.0,2.0
1961-12-25,The Innocents,1961,7.5,126.0
1973-12-17,Sleeper,1973,7.0,206.0
1971-04-28,Bananas,1971,6.7,167.0
1988-07-15,A Fish Called Wanda,1988,7.1,576.0
1979-08-17,Life of Brian,1979,7.7,1230.0
1982-04-25,Victor/Victoria,1982,6.9,89.0
